60,0
1,1
2,2
9,3
10,4
11,5
14,6
15,7
16,8
20,9
23,10
26,11
32,12
33,13
39,14
40,15
47,16
51,17
52,18
58,19
71,20
72,21
80,22
81,23
82,24
83,25
84,26
88,27
89,28
90,29
